network,bin_infected,bin_source,count
2, 4, 5, 462.0
2, 4, 6, 291.0
2, 4, 7, 145.0
2, 4, 8, 145.0
2, 5, 0, 0.0
2, 5, 1, 0.0
2, 5, 2, 222.0
2, 5, 3, 230.0
2, 5, 4, 301.0
2, 5, 5, 48419.0
2, 5, 6, 31231.0
2, 5, 7, 19909.0
2, 5, 8, 18526.0
2, 6, 0, 0.0
2, 6, 1, 0.0
2, 6, 2, 186.0
2, 6, 3, 178.0
2, 6, 4, 217.0
2, 6, 5, 35785.0
2, 6, 6, 22780.0
2, 6, 7, 15172.0
2, 6, 8, 13588.0
2, 7, 0, 0.0
2, 7, 1, 0.0
2, 7, 2, 115.0
2, 7, 3, 102.0
2, 7, 4, 119.0
2, 7, 5, 22462.0
2, 7, 6, 15728.0
2, 7, 7, 9955.0
2, 7, 8, 8373.0
2, 8, 0, 0.0
2, 8, 1, 0.0
2, 8, 2, 127.0
2, 8, 3, 111.0
2, 8, 4, 125.0
2, 8, 5, 22377.0
2, 8, 6, 14334.0
2, 8, 7, 8878.0
2, 8, 8, 7322.0
